,variable,value,Actor
342,57,<WikipediaPage 'Monsters University'>,"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Peter Sohn', 'Joel Murray', 'Sean Hayes', 'Dave Foley', 'Charlie Day', 'Nathan Fillion']"
343,57,<WikipediaPage 'Godzilla'>,keyerror
344,57,<WikipediaPage 'Miami Vice'>,"['Don Johnson', 'Philip Michael Thomas', 'Saundra Santiago', 'Michael Talbott', 'John Diehl', 'Olivia Brown', 'Gregory Sierra', 'Edward James Olmos']"
345,57,<WikipediaPage 'Men in Black: International'>,"['Chris Hemsworth', 'Tessa Thompson', 'Rebecca Ferguson', 'Kumail Nanjiani', 'Rafe Spall', 'Laurent Bourgeois', 'Larry Bourgeois', 'Emma Thompson', 'Liam Neeson']"
346,57,<WikipediaPage 'The Lord of the Rings: The Return of the King'>,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Karl Urban', 'John Noble', 'Andy Serkis', 'Ian Holm', 'Sean Bean']"
347,57,<WikipediaPage 'Scott Pilgrim vs. the World'>,"['Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Culkin', 'Chris Evans', 'Anna Kendrick', 'Alison Pill', 'Brandon Routh', 'Jason Schwartzman']"
348,58,<WikipediaPage 'Oz the Great and Powerful'>,"['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox']"
349,58,<WikipediaPage 'X-Men: First Class'>,"['James McAvoy', 'Michael Fassbender', 'Rose Byrne', 'January Jones', 'Oliver Platt', 'Kevin Bacon']"
350,58,<WikipediaPage 'The Nutcracker and the Four Realms'>,"['Keira Knightley', 'Mackenzie Foy', 'Eugenio Derbez', 'Matthew Macfadyen', 'Richard E. Grant', 'Misty Copeland', 'Helen Mirren', 'Morgan Freeman']"
351,58,<WikipediaPage 'The A-Team'>,"['George Peppard', 'Tim Dunigan', 'Dirk Benedict', 'Dwight Schultz', 'Mr. T', 'Melinda Culea', 'Marla Heasley', 'Robert Vaughn']"
352,58,<WikipediaPage 'The Lord of the Rings: The Two Towers'>,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Brad Dourif', 'Karl Urban', 'Andy Serkis']"
353,58,<WikipediaPage 'The Core'>,"['Aaron Eckhart', 'Hilary Swank', 'Delroy Lindo', 'Stanley Tucci', 'DJ Qualls', 'Richard Jenkins', 'Tchéky Karyo', 'Bruce Greenwood', 'Alfre Woodard']"
354,59,<WikipediaPage 'X-Men: Days of Future Past'>,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Halle Berry', 'Anna Paquin', 'Elliot Page', '[a]', 'Peter Dinklage', 'Ian McKellen', 'Patrick Stewart']"
355,59,<WikipediaPage 'The Curious Case of Benjamin Button (film)'>,"['Brad Pitt', 'Cate Blanchett', 'Mahershala Ali', 'Taraji P. Henson', 'Julia Ormond', 'Jason Flemyng', 'Elias Koteas', 'Tilda Swinton']"
356,59,<WikipediaPage 'The War of the Worlds'>,keyerror
357,59,<WikipediaPage 'The Smurfs 2'>,"['Neil Patrick Harris', 'Brendan Gleeson', 'Jayma Mays', 'Katy Perry', 'Hank Azaria']"
358,59,<WikipediaPage 'Lara Croft: Tomb Raider'>,"['Angelina Jolie', 'Jon Voight', 'Iain Glen', 'Noah Taylor', 'Daniel Craig']"
359,59,<WikipediaPage 'Father's Day'>,keyerror
360,60,<WikipediaPage 'The Amazing Spider-Man 2'>,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Campbell Scott', 'Embeth Davidtz', 'Colm Feore', 'Paul Giamatti', 'Sally Field']"
361,60,<WikipediaPage 'The Sorcerer's Apprentice'>,keyerror
362,60,<WikipediaPage 'Penguins of Madagascar'>,"['Chris Miller', 'Christopher Knights', 'Conrad Vernon', 'Benedict Cumberbatch', 'Ken Jeong', 'Annet Mahendru', 'Peter Stormare', 'John Malkovich']"
363,60,<WikipediaPage 'The Divergent Series: Allegiant'>,"['Shailene Woodley', 'Theo James', 'Jeff Daniels', 'Miles Teller', 'Ansel Elgort', 'Zoë Kravitz', 'Maggie Q', 'Ray Stevenson', 'Bill Skarsgård', 'Octavia Spencer', 'Naomi Watts']"
364,60,<WikipediaPage 'Kingsman: The Secret Service'>,"['Colin Firth', 'Samuel L. Jackson', 'Mark Strong', 'Taron Egerton', 'Michael Caine']"
365,60,<WikipediaPage 'The Greatest Showman'>,"['Hugh Jackman', 'Zac Efron', 'Michelle Williams', 'Rebecca Ferguson', 'Zendaya']"
366,61,<WikipediaPage 'Cars 2'>,"['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine', 'Emily Mortimer', 'John Turturro', 'Eddie Izzard']"
367,61,<WikipediaPage 'Poseidon'>,keyerror
368,61,<WikipediaPage 'The Hunger Games: Catching Fire'>,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Lenny Kravitz', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']"
369,61,<WikipediaPage 'The Taking of Pelham 123 (2009 film)'>,"['Denzel Washington', 'John Travolta', 'John Turturro', 'Luis Guzmán', 'Michael Rispoli', 'James Gandolfini']"
370,61,<WikipediaPage 'The Lord of the Rings: The Fellowship of the Ring'>,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Christopher Lee', 'Hugo Weaving', 'Sean Bean', 'Ian Holm', 'Andy Serkis']"
371,61,<WikipediaPage 'Scooby-Doo'>,keyerror
372,62,<WikipediaPage 'Hobbs & Shaw'>,"['Dwayne Johnson', 'Jason Statham', 'Idris Elba', 'Vanessa Kirby', 'Cliff Curtis', 'Helen Mirren']"
373,62,<WikipediaPage 'Warcraft'>,keyerror
374,62,<WikipediaPage 'Harry Potter and the Prisoner of Azkaban (film)'>,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane', 'Michael Gambon', 'Richard Griffiths', 'Gary Oldman', 'Alan Rickman', 'Fiona Shaw', 'Maggie Smith', 'Timothy Spall', 'David Thewlis', 'Emma Thompson', 'Julie Walters']"
375,62,<WikipediaPage 'Ender's Game'>,keyerror
376,62,<WikipediaPage 'Jurassic Park III'>,"['Sam Neill', 'William H. Macy', 'Téa Leoni', 'Alessandro Nivola', 'Trevor Morgan', 'Michael Jeter']"
377,62,<WikipediaPage 'Nutty Professor II: The Klumps'>,"['Eddie Murphy', 'Janet Jackson', 'Larry Miller']"
378,63,<WikipediaPage 'Tron: Legacy'>,"['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde', 'Bruce Boxleitner', 'James Frain', 'Beau Garrett', 'Michael Sheen']"
379,63,<WikipediaPage 'The Irishman'>,"['Al Pacino', 'Joe Pesci', 'Ray Romano', 'Bobby Cannavale', 'Anna Paquin', 'Stephen Graham', 'Harvey Keitel']"
380,63,<WikipediaPage 'The Bourne Ultimatum (film)'>,"['Matt Damon', 'Julia Stiles', 'David Strathairn', 'Scott Glenn', 'Paddy Considine', 'Édgar Ramírez', 'Albert Finney', 'Joan Allen']"
381,63,<WikipediaPage 'Home on the Range'>,keyerror
382,63,<WikipediaPage 'Rise of the Planet of the Apes'>,"['Andy Serkis', 'James Franco', 'Freida Pinto', 'John Lithgow', 'Brian Cox', 'Tom Felton', 'David Oyelowo']"
383,63,error,error
384,64,<WikipediaPage '2012'>,keyerror
385,64,<WikipediaPage 'Deepwater Horizon'>,keyerror
386,64,<WikipediaPage 'Ant-Man and the Wasp'>,"['Evangeline Lilly', 'Michael Peña', 'Walton Goggins', 'Bobby Cannavale', 'Judy Greer', 'Tip ""T.I."" Harris', 'David Dastmalchian', 'Hannah John-Kamen', 'Abby Ryder Fortson', 'Randall Park', 'Michelle Pfeiffer', 'Laurence Fishburne', 'Michael Douglas']"
387,64,<WikipediaPage 'Speed 2: Cruise Control'>,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe', 'Temuera Morrison', 'Glenn Plummer']"
388,64,<WikipediaPage 'The Spiderwick Chronicles'>,keyerror
389,64,error,error
390,65,<WikipediaPage 'Fantastic Beasts: The Crimes of Grindelwald'>,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Ezra Miller', 'Zoë Kravitz', 'Callum Turner', 'Claudia Kim', 'William Nadylam', 'Kevin Guthrie', 'Jude Law', 'Johnny Depp']"
391,65,[None None None None None None None None],error
392,65,<WikipediaPage 'Kung Fu Panda'>,keyerror
393,65,<WikipediaPage 'Kingdom of Heaven (film)'>,"['Orlando Bloom', 'Eva Green', 'Jeremy Irons', 'David Thewlis', 'Brendan Gleeson', 'Marton Csokas', 'Liam Neeson']"
394,65,<WikipediaPage 'The Incredibles'>,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Spencer Fox', 'Jason Lee', 'Samuel L. Jackson', 'Elizabeth Peña']"
395,65,<WikipediaPage 'Charlotte's Web'>,keyerror
396,66,error,error
397,66,<WikipediaPage 'Godzilla vs. Kong'>,"['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall', 'Brian Tyree Henry', 'Shun Oguri', 'Eiza González', 'Julian Dennison', 'Lance Reddick', 'Kyle Chandler', 'Demián Bichir']"
398,66,<WikipediaPage 'Ant-Man and the Wasp: Quantumania'>,"['Paul Rudd', 'Evangeline Lilly', 'Michael Douglas', 'Michelle Pfeiffer', 'Kathryn Newton', 'Jonathan Majors']"
399,66,<WikipediaPage 'Ghost in the Shell'>,keyerror
400,66,<WikipediaPage 'A Good Day to Die Hard'>,"['Bruce Willis', 'Jai Courtney', 'Sebastian Koch', 'Yulia Snigir', 'Cole Hauser', 'Amaury Nolasco', 'Sergei Kolesnikov']"
401,66,error,error
402,67,<WikipediaPage 'Terminator Salvation'>,"['Christian Bale', 'Sam Worthington', 'Anton Yelchin', 'Moon Bloodgood', 'Bryce Dallas Howard', 'Common', 'Jane Alexander', 'Helena Bonham Carter']"
403,67,<WikipediaPage 'Terminator Genisys'>,"['Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke', 'Jai Courtney', 'J. K. Simmons', 'Dayo Okeniyi', 'Matt Smith', 'Courtney B. Vance', 'Michael Gladis', 'Sandrine Holt', 'Lee Byung-hun']"
404,67,<WikipediaPage 'Home'>,error
405,67,<WikipediaPage 'Around the World in Eighty Days'>,keyerror
406,67,<WikipediaPage 'Battle of the Alamo'>,keyerror
407,67,<WikipediaPage 'Hellboy II: The Golden Army'>,"['Ron Perlman', 'Selma Blair', 'Doug Jones', 'Jeffrey Tambor', 'John Hurt']"
408,68,<WikipediaPage 'Green Lantern'>,keyerror
409,68,<WikipediaPage 'Pacific Rim: Uprising'>,"['John Boyega', 'Scott Eastwood', 'Jing Tian', 'Cailee Spaeny', 'Rinko Kikuchi', 'Burn Gorman', 'Adria Arjona', 'Max Zhang', 'Charlie Day']"
410,68,<WikipediaPage 'Mary Poppins Returns'>,"['Emily Blunt', 'Lin-Manuel Miranda', 'Ben Whishaw', 'Emily Mortimer', 'Julie Walters', 'Dick Van Dyke', 'Angela Lansbury', 'Colin Firth', 'Meryl Streep']"
411,68,<WikipediaPage 'The Cat in the Hat'>,keyerror
412,68,<WikipediaPage 'Cutthroat Island'>,"['Geena Davis', 'Matthew Modine', 'Frank Langella', 'Maury Chaykin', 'Patrick Malahide', 'Stan Shaw']"
413,68,<WikipediaPage 'The Longest Yard (2005 film)'>,"['Adam Sandler', 'Chris Rock', 'James Cromwell', 'Nelly', 'William Fichtner', 'Burt Reynolds']"
414,69,<WikipediaPage 'Prince of Persia: The Sands of Time'>,keyerror
415,69,<WikipediaPage 'Alexander'>,keyerror
416,69,<WikipediaPage 'Puss in Boots'>,keyerror
417,69,<WikipediaPage 'Ali'>,keyerror
418,69,<WikipediaPage 'The Secret Life of Walter Mitty'>,keyerror
419,69,<WikipediaPage 'The Expendables 2'>,"['Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Chuck Norris', 'Jean-Claude Van Damme', 'Bruce Willis', 'Arnold Schwarzenegger', 'Terry Crews', 'Randy Couture', 'Liam Hemsworth', 'Scott Adkins', 'Amanda Ooms', 'Charisma Carpenter']"
420,70,<WikipediaPage 'Dark Phoenix (film)'>,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Sophie Turner', 'Tye Sheridan', 'Alexandra Shipp', 'Jessica Chastain']"
421,70,<WikipediaPage 'War for the Planet of the Apes'>,"['Andy Serkis', 'Woody Harrelson', 'Steve Zahn']"
422,70,<WikipediaPage 'Megamind'>,"['Will Ferrell', 'Tina Fey', 'Jonah Hill', 'David Cross', 'Brad Pitt', 'J.K. Simmons', 'Ben Stiller']"
423,70,<WikipediaPage 'Martian'>,error
424,70,<WikipediaPage 'Jumanji: Welcome to the Jungle'>,"['Dwayne Johnson', 'Jack Black', 'Kevin Hart', 'Karen Gillan', 'Nick Jonas', 'Bobby Cannavale']"
425,70,<WikipediaPage 'Birds of Prey (2020 film)'>,"['Mary Elizabeth Winstead', 'Jurnee Smollett-Bell', 'Rosie Perez', 'Chris Messina', 'Ella Jay Basco', 'Ali Wong', 'Ewan McGregor']"
426,71,error,error
427,71,<WikipediaPage 'Pearl Harbor'>,error
428,71,<WikipediaPage 'Bad Boys II'>,"['Martin Lawrence', 'Will Smith', 'Jordi Mollà', 'Gabrielle Union', 'Peter Stormare', 'Theresa Randle', 'Joe Pantoliano']"
429,71,<WikipediaPage 'Alliance'>,error
430,71,<WikipediaPage 'Men in black'>,error
431,71,<WikipediaPage 'The Boss Baby: Family Business'>,"['Alec Baldwin', 'James Marsden', 'Amy Sedaris', 'Jeff Goldblum', 'Eva Longoria', 'Jimmy Kimmel', 'Lisa Kudrow']"
432,72,<WikipediaPage 'Wonder Woman 1984'>,"['Chris Pine', 'Kristen Wiig', 'Pedro Pascal', 'Robin Wright', 'Connie Nielsen']"
433,72,<WikipediaPage 'Transformers'>,keyerror
434,72,<WikipediaPage 'Rio 2'>,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jemaine Clement', 'George Lopez', 'Jamie Foxx', 'will.i.am', 'Bruno Mars', 'Andy García', 'Tracy Morgan', 'Rodrigo Santoro', 'Jake T. Austin']"
435,72,"<WikipediaPage 'I, Robot'>",keyerror
436,72,<WikipediaPage 'Toy Story 2'>,"['Tom Hanks', 'Tim Allen']"
437,72,<WikipediaPage 'The 6th Day'>,"['Michael Rapaport', 'Tony Goldwyn', 'Michael Rooker', 'Sarah Wynter', 'Robert Duvall']"
438,73,<WikipediaPage 'Hua Mulan'>,keyerror
439,73,<WikipediaPage 'Frozen II'>,"['Kristen Bell', 'Idina Menzel', 'Josh Gad', 'Jonathan Groff']"
440,73,<WikipediaPage 'Salt'>,error
441,73,<WikipediaPage 'Stuart Little'>,keyerror
442,73,<WikipediaPage 'Rush Hour 2'>,"['Jackie Chan', 'Chris Tucker', 'John Lone', 'Alan King', 'Roselyn Sánchez', 'Harris Yulin', 'Zhang Ziyi']"
443,73,<WikipediaPage 'Bruce Almighty'>,"['Jim Carrey', 'Morgan Freeman', 'Jennifer Aniston', 'Philip Baker Hall']"
444,74,<WikipediaPage 'Eternals (comics)'>,keyerror
445,74,<WikipediaPage 'Wonder Woman'>,keyerror
446,74,<WikipediaPage 'Noah'>,keyerror
447,74,<WikipediaPage 'The Princess and the Frog'>,"['Anika Noni Rose', 'Bruno Campos', 'Keith David', 'Michael-Leon Wooley', 'Jim Cummings', 'Jennifer Cody', 'Peter Bartlett', 'Jenifer Lewis', 'Oprah Winfrey', 'Terrence Howard', 'John Goodman']"
448,74,<WikipediaPage 'Sherlock Holmes'>,keyerror
449,74,<WikipediaPage 'The Hunger Games'>,keyerror
450,75,<WikipediaPage 'Transformers: Dark of the Moon'>,"['Shia LaBeouf', 'Josh Duhamel', 'John Turturro', 'Tyrese Gibson', 'Rosie Huntington-Whiteley', 'Patrick Dempsey', 'Kevin Dunn', 'Julie White', 'John Malkovich', 'Frances McDormand']"
451,75,error,error
452,75,<WikipediaPage 'The Adventures of Tintin'>,keyerror
453,75,"<WikipediaPage '10,000 BC (film)'>","['Steven Strait', 'Camilla Belle', 'Cliff Curtis']"
454,75,<WikipediaPage 'Bad Boys for Life'>,"['Martin Lawrence', 'Paola Núñez', 'Vanessa Hudgens', 'Alexander Ludwig', 'Charles Melton', 'Kate del Castillo', 'Nicky Jam', 'Joe Pantoliano']"
455,75,<WikipediaPage 'The Hangover Part II'>,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Ken Jeong', 'Jeffrey Tambor', 'Justin Bartha', 'Paul Giamatti']"
456,76,<WikipediaPage 'Mummy'>,keyerror
457,76,<WikipediaPage 'Zootopia'>,"['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba', 'Jenny Slate', 'Nate Torrence', 'Bonnie Hunt', 'Don Lake', 'Tommy Chong', 'J. K. Simmons', 'Octavia Spencer', 'Alan Tudyk', 'Shakira']"
458,76,<WikipediaPage 'After Earth'>,"['Jaden Smith', 'Will Smith']"
459,76,<WikipediaPage 'Ice Age: Collision Course'>,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Josh Peck', 'Simon Pegg', 'Seann William Scott', 'Jennifer Lopez', 'Queen Latifah']"
460,76,<WikipediaPage 'Ice Age: Dawn of the Dinosaurs'>,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah', 'Simon Pegg', 'Seann William Scott', 'Josh Peck']"
461,76,<WikipediaPage 'Mission: Impossible'>,keyerror
462,77,<WikipediaPage 'Jack the Giant Slayer'>,"['Nicholas Hoult', 'Eleanor Tomlinson', 'Stanley Tucci', 'Ian McShane', 'Bill Nighy', 'Ewan McGregor']"
463,77,<WikipediaPage 'Harry Potter and the Order of the Phoenix'>,keyerror
464,77,<WikipediaPage 'Australia'>,keyerror
465,77,<WikipediaPage 'Chrysler Town & Country (minivan)'>,keyerror
466,77,<WikipediaPage 'Spider-Man: Into the Spider-Verse'>,"['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali', 'Brian Tyree Henry', 'Lily Tomlin', 'Luna Lauren Velez', 'John Mulaney', 'Kimiko Glenn', 'Nicolas Cage', 'Liev Schreiber']"
467,77,<WikipediaPage 'The Lego Batman Movie'>,"['Will Arnett', 'Zach Galifianakis', 'Michael Cera', 'Rosario Dawson', 'Ralph Fiennes']"
468,78,<WikipediaPage 'Furious 7'>,"['Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Tyrese Gibson', 'Chris “Ludacris” Bridges', 'Jordana Brewster', 'Djimon Hounsou', 'Kurt Russell', 'Jason Statham']"
469,78,<WikipediaPage 'Harry Potter and the Goblet of Fire'>,keyerror
470,78,<WikipediaPage 'R.I.P.D.'>,"['Jeff Bridges', 'Ryan Reynolds', 'Kevin Bacon', 'Mary-Louise Parker', 'Stéphanie Szostak']"
471,78,<WikipediaPage 'Kingsman: The Golden Circle'>,"['Colin Firth', 'Julianne Moore', 'Taron Egerton', 'Mark Strong', 'Halle Berry', 'Elton John', 'Channing Tatum', 'Jeff Bridges']"
472,78,<WikipediaPage 'What Lies Beneath'>,"['Harrison Ford', 'Michelle Pfeiffer', 'Diana Scarwid']"
473,78,<WikipediaPage 'Hotel Transylvania 2'>,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'David Spade', 'Steve Buscemi', 'Keegan-Michael Key', 'Molly Shannon', 'Fran Drescher', 'Mel Brooks']"
474,79,<WikipediaPage 'Star Trek Into Darkness'>,"['John Cho', 'Benedict Cumberbatch', 'Alice Eve', 'Bruce Greenwood', 'Simon Pegg', 'Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Peter Weller', 'Anton Yelchin']"
475,79,<WikipediaPage 'The Matrix Reloaded'>,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith', 'Gloria Foster']"
476,79,<WikipediaPage 'How to Train Your Dragon: The Hidden World'>,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson', 'Jonah Hill', 'Christopher Mintz Plasse', 'Kristen Wiig', 'Kit Harrington']"
477,79,<WikipediaPage 'Gone in 60 Seconds (2000 film)'>,"['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi', 'Delroy Lindo', 'Will Patton', 'Christopher Eccleston', 'Chi McBride', 'Robert Duvall']"
478,79,<WikipediaPage 'Sonic the Hedgehog'>,keyerror
479,79,<WikipediaPage 'Batman Returns'>,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken', 'Michael Gough', 'Pat Hingle', 'Michael Murphy', 'Vincent Schiavelli']"
480,80,<WikipediaPage 'World War Z'>,keyerror
481,80,<WikipediaPage 'I Am Legend (film)'>,"['Will Smith', 'Alice Braga', 'Dash Mihok']"
482,80,<WikipediaPage 'The Twilight Saga: Breaking Dawn – Part 1'>,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke', 'Peter Facinelli', 'Elizabeth Reaser', 'Kellan Lutz', 'Nikki Reed', 'Jackson Rathbone', 'Ashley Greene']"
483,80,<WikipediaPage 'Gladiator'>,error
484,80,error,error
485,80,<WikipediaPage 'The Secret Life of Pets 2'>,"['Patton Oswalt', 'Kevin Hart', 'Eric Stonestreet', 'Jenny Slate', 'Tiffany Haddish', 'Lake Bell', 'Nick Kroll', 'Dana Carvey', 'Ellie Kemper', 'Chris Renaud', 'Hannibal Buress', 'Bobby Moynihan', 'Harrison Ford']"
486,81,<WikipediaPage 'The Great Gatsby'>,keyerror
487,81,<WikipediaPage 'Moana (2016 film)'>,"['Auliʻi Cravalho', 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement', 'Nicole Scherzinger', 'Alan Tudyk']"
488,81,<WikipediaPage 'Dinosaur'>,keyerror
489,81,<WikipediaPage 'The Hangover Part III'>,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Ken Jeong', 'Heather Graham', 'Jeffrey Tambor', 'Justin Bartha', 'John Goodman']"
490,81,<WikipediaPage 'Once Upon a Time in Hollywood'>,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch', 'Margaret Qualley', 'Timothy Olyphant', 'Austin Butler', 'Dakota Fanning', 'Bruce Dern', 'Al Pacino']"
491,81,<WikipediaPage 'Mummy'>,keyerror
492,82,<WikipediaPage 'A Christmas Carol (2009 film)'>,"['Jim Carrey', 'Gary Oldman', 'Colin Firth', 'Bob Hoskins', 'Robin Wright Penn', 'Cary Elwes']"
493,82,error,error
494,82,error,error
495,82,<WikipediaPage 'A Wrinkle in Time'>,keyerror
496,82,<WikipediaPage 'The Departed'>,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg', 'Martin Sheen', 'Ray Winstone', 'Vera Farmiga', 'Alec Baldwin']"
497,82,<WikipediaPage 'Over the Hedge (film)'>,"['Bruce Willis', 'Garry Shandling', 'Steve Carell', 'Wanda Sykes', 'William Shatner', 'Nick Nolte', 'Thomas Haden Church', 'Allison Janney', 'Eugene Levy', ""Catherine O'Hara"", 'Avril Lavigne', 'Omid Djalili', 'Brian Stepanek']"
498,83,<WikipediaPage 'Pacific Rim'>,error
499,83,<WikipediaPage 'Charlie and the Chocolate Factory'>,keyerror
500,83,<WikipediaPage 'Night at the Museum: Secret of the Tomb'>,"['Ben Stiller', 'Robin Williams', 'Owen Wilson', 'Dan Stevens', 'Ben Kingsley']"
501,83,<WikipediaPage 'Public Enemy'>,keyerror
502,83,<WikipediaPage 'Charlie's Angels'>,"['Kate Jackson', 'Farrah Fawcett', 'Jaclyn Smith', 'Cheryl Ladd', 'Shelley Hack', 'Tanya Roberts', 'David Doyle']"
503,83,<WikipediaPage 'Lilo & Stitch'>,"['Daveigh Chase', 'Tia Carrere', 'Ving Rhames', 'David Ogden Stiers', 'Kevin McDonald', 'Jason Scott Lee', 'Zoe Caldwell', 'Kevin Michael Richardson']"
504,84,<WikipediaPage 'The Good Dinosaur'>,"['Raymond Ochoa', 'Sam Elliott', 'Anna Paquin', 'A.J. Buckley', 'Steve Zahn', 'Jeffrey Wright', 'Frances McDormand']"
505,84,<WikipediaPage 'Ratatouille (film)'>,"['Patton Oswalt', 'Ian Holm', 'Lou Romano', 'Janeane Garofalo', 'Brad Garrett', ""Peter O'Toole"", 'Brian Dennehy', 'Peter Sohn', 'Will Arnett']"
506,84,<WikipediaPage 'Harry Potter and the Deathly Hallows – Part 2'>,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Robbie Coltrane', 'Warwick Davis', 'Ralph Fiennes', 'Michael Gambon', 'John Hurt', 'Jason Isaacs', 'Gary Oldman', 'Alan Rickman', 'Maggie Smith', 'David Thewlis', 'Julie Walters']"
507,84,<WikipediaPage 'Casino Royale (2006 film)'>,"['Daniel Craig', 'Eva Green', 'Mads Mikkelsen', 'Jeffrey Wright', 'Judi Dench']"
508,84,<WikipediaPage 'Hua Mulan'>,keyerror
509,84,<WikipediaPage 'Deep Impact (film)'>,"['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Vanessa Redgrave', 'Maximilian Schell', 'Morgan Freeman']"
510,85,<WikipediaPage 'Iron Man'>,keyerror
511,85,<WikipediaPage 'Thor: The Dark World'>,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Anthony Hopkins', 'Stellan Skarsgård', 'Idris Elba', 'Christopher Eccleston', 'Adewale Akinnuoye-Agbaje', 'Kat Dennings', 'Ray Stevenson', 'Zachary Levi', 'Tadanobu Asano', 'Jaimie Alexander', 'Rene Russo']"
512,85,<WikipediaPage 'The Hunger Games: Mockingjay – Part 1'>,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']"
513,85,<WikipediaPage 'Minority Report (film)'>,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow']"
514,85,<WikipediaPage 'Tropic Thunder'>,"['Jack Black', 'Robert Downey Jr.', 'Steve Coogan', 'Jay Baruchel', 'Danny McBride', 'Brandon T. Jackson', 'Bill Hader', 'Nick Nolte']"
515,85,<WikipediaPage 'Grown Ups 2'>,"['Adam Sandler', 'Kevin James', 'Chris Rock', 'David Spade', 'Salma Hayek', 'Maya Rudolph', 'Maria Bello', 'Nick Swardson']"
516,86,<WikipediaPage 'The Dark Knight Rises'>,"['Christian Bale', 'Michael Caine', 'Gary Oldman', 'Anne Hathaway', 'Tom Hardy', 'Marion Cotillard', 'Joseph Gordon-Levitt', 'Morgan Freeman']"
