,name,bday,nationality,gender
153, 'Courtney B. Vance',1960-03-12 00:00:00,American,male
154, 'Michael Gladis',1977-08-30 00:00:00,American,male
155, 'Sandrine Holt',Sandrine Vanessa Ho ,and,female
156, 'Lee Byung-hun'],1970-08-13 00:00:00,Korean,male
157,['John Boyega',1992-03-17 00:00:00,English,male
158, 'Scott Eastwood',Scott Clinton Reeves ,American,male
159, 'Jing Tian',1988-07-21 00:00:00,Chinese,female
160, 'Cailee Spaeny',1997-07-24 00:00:00,American,female
161, 'Rinko Kikuchi',Yuriko Kikuchi ,Japanese,female
162, 'Burn Gorman',1974-09-01 00:00:00,English,male
163, 'Adria Arjona',1992-04-25 00:00:00,Rican,female
164, 'Max Zhang',1974-05-19 00:00:00,Kong-Chinese,male
165, 'Charlie Day'],1976-02-09 00:00:00,American,male
166, 'Steve Zahn'],1967-11-13 00:00:00,American,male
167,['Ginnifer Goodwin',1978-05-22 00:00:00,American,female
168, 'Jason Bateman',1969-01-14 00:00:00,American,male
169, 'Jenny Slate',1982-03-25 00:00:00,American,female
170, 'Nate Torrence',1977-12-01 00:00:00,comedic,male
171, 'Bonnie Hunt',1961-09-22 00:00:00,American,female
172, 'Don Lake',1956-11-26 00:00:00,Canadian,male
173, 'Tommy Chong',1938-05-24 00:00:00,Canadian-American,male
174, 'Octavia Spencer',1970-05-25 00:00:00,American,female
175, 'Shakira'],1977-02-02 00:00:00,,unclear
176,['Keanu Reeves',1964-09-02 00:00:00,Canadian,male
177, 'Carrie-Anne Moss',1967-08-21 00:00:00,Canadian,female
178, 'Jada Pinkett Smith',1971-09-18 00:00:00,American,female
179, 'Gloria Foster'],Gloria Foster November 15 1933 September 29 2001 was an American actress no bday found,American,female
180, 'Alice Braga',1983-04-15 00:00:00,Brazilian,female
181, 'Dash Mihok'],1974-05-24 00:00:00,American,male
182,['Patton Oswalt',1969-01-27 00:00:00,",",male
183, 'Lou Romano',1972-04-15 00:00:00,voice,male
184, 'Janeane Garofalo',1964-09-28 00:00:00,",",female
185, 'Brad Garrett',1960-04-14 00:00:00,American,male
186," ""Peter O'Toole""",Peter Seamus O Toole 2 August 1932 14 December 2013 was a British stage and film actor no bday found,film,male
187, 'Brian Dennehy',Brian Manion Dennehy July 9 1938 April 15 2020 was an American actor of stage television and film no bday found,American,male
188, 'Will Arnett'],1970-05-04 00:00:00,Canadian-American,male
189, 'Natalie Portman',Natalie Hershlag Hebrew,American,female
190, 'Anthony Hopkins',1937-12-31 00:00:00,Welsh,male
191, 'Kat Dennings',1986-06-13 00:00:00,American,female
192, 'Ray Stevenson',1964-05-25 00:00:00,Irish,male
193, 'Zachary Levi',1980-09-29 00:00:00,American,male
194, 'Tadanobu Asano',1973-11-27 00:00:00,Japanese,male
195, 'Jaimie Alexander',Jaimie Lauren Tarbush ,American,female
196, 'Rene Russo'],1954-02-17 00:00:00,American,female
197, 'Liam Neeson',1952-06-07 00:00:00,an,male
198, 'Katie Holmes',1978-12-18 00:00:00,American,female
199, 'Cillian Murphy',1976-05-25 00:00:00,Irish,male
200, 'Tom Wilkinson',1948-02-05 00:00:00,English,male
201, 'Rutger Hauer',Rutger Oelsen Hauer Dutch r tx r uls n u r 23 January 1944 19 July 2019 was a Dutch actor no bday found,Dutch,male
202,['Jeremy Renner',1971-01-07 00:00:00,American,male
203,['Ben Stiller',1965-11-30 00:00:00,American,male
204, 'Chris Rock',1965-02-07 00:00:00,",",male
205, 'David Schwimmer',1966-11-02 00:00:00,American,male
206, 'Sacha Baron Cohen',1971-10-13 00:00:00,English,male
207, 'Cedric the Entertainer',1964-04-24 00:00:00,American,male
208, 'Andy Richter',1966-10-28 00:00:00,American,male
209, 'Bernie Mac',Bernard Jeffrey McCullough October 5 1957 August 9 2008 better known by his stage name Bernie Mac was an American comedian actor and voice actor no bday found,",",male
210, 'Alec Baldwin',1958-04-03 00:00:00,American,male
211, 'Sherri Shepherd',1967-04-22 00:00:00,American,female
0, 'will.i.am'],William James Adams Jr no bday found,,unclear
1, 'Liev Schreiber',1967-10-04 00:00:00,American,male
2, 'Danny Huston',1962-05-14 00:00:00,American,male
3, 'Dominic Monaghan',Dominic Monaghan is a British actor no bday found,British,male
4, 'Ryan Reynolds'],1976-10-23 00:00:00,Canadian,male
5, 'Owen Wilson',1968-11-18 00:00:00,American,male
6, 'Hank Azaria',1964-04-25 00:00:00,American,male
7, 'Christopher Guest',1948-02-05 00:00:00,",",male
8, 'Alain Chabat',1958-11-24 00:00:00,French,male
9, 'Steve Coogan',1965-10-14 00:00:00,English,male
10, 'Ricky Gervais',1961-06-25 00:00:00,English,male
11, 'Jon Bernthal',1976-09-20 00:00:00,American,male
12, 'Robin Williams'],Robin McLaurin Williams July 21 1951 August 11 2014 was an American actor and comedian no bday found,American,male
13,['Tom Hardy',1977-09-15 00:00:00,English,male
14, 'Hugh Keays-Byrne',Hugh Keays Byrne 18 May 1947 1 December 2020 was a British Australian actor and film director no bday found,British-Australian,male
15, 'Riley Keough',1989-05-29 00:00:00,American,female
16, 'Abbey Lee',1987-06-12 00:00:00,",",female
17, 'Courtney Eaton'],1996-01-06 00:00:00,and,female
18,['Ryan Reynolds',1976-10-23 00:00:00,Canadian,male
19, 'Justice Smith',1995-08-09 00:00:00,American,male
20, 'Kathryn Newton',1997-02-08 00:00:00,American,female
21, 'Suki Waterhouse',1992-01-05 00:00:00,",",female
22, 'Omar Chaparro',1974-11-26 00:00:00,Mexican,male
23, 'Chris Geere',1981-03-18 00:00:00,English,male
24, 'Bill Nighy'],1949-12-12 00:00:00,English,male
25, 'Jada Pinkett Smith'],1971-09-18 00:00:00,American,female
26,['Sam Worthington',1976-08-02 00:00:00,Australian,male
27, 'Rosamund Pike',in January 1979 ,British,female
28, 'Édgar Ramírez',1977-03-25 00:00:00,Venezuelan,male
29,['Joan Bennett',Joan Geraldine Bennett February 27 1910 December 7 1990 was an American stage film and television actress no bday found,television,female
30, 'Louis Edmonds',Louis Stirling Edmonds September 24 1923 March 3 2001 was an American actor from Baton Rouge Louisiana no bday found,American,male
31, 'Nancy Barrett',1943-10-05 00:00:00,American,female
32, 'Mitchell Ryan',1934-01-11 00:00:00,stage,male
33, 'Alexandra Moltke',1946-02-11 00:00:00,former,female
34, 'Grayson Hall',Grayson Hall September 18 1922 August 7 1985 was an American television film and stage actress no bday found,stage,female
35, 'Kate Jackson',1948-10-29 00:00:00,American,female
36, 'Jonathan Frid',Jonathan Frid December 2 1924 April 14 2012 was a Canadian actor widely known for his role as vampire Barnabas Collins on the gothic television soap opera Dark Shadows no bday found,Canadian,male
37, 'Kathryn Leigh Scott',Marlene Kringstad January,film,female
38, 'David Selby',1941-02-05 00:00:00,stage,male
39, 'Lara Parker',Mary Lamar Rickey ,film,female
40, 'Thayer David',David Thayer Hersey ,television,male
41, 'John Karlen'],John Adam Karlewicz ,character,male
42, 'Maggie Gyllenhaal',1977-11-16 00:00:00,American,female
43, 'Richard Jenkins',1947-05-04 00:00:00,American,male
44, 'James Woods'],1947-04-18 00:00:00,American,male
45,['Don Cheadle',Donald Frank Cheadle Jr no bday found,,unclear
46, 'Sonequa Martin-Green',1985-03-21 00:00:00,American,female
47, 'Jeff Bergman',1960-07-10 00:00:00,voice,male
48, 'Eric Bauza',1979-12-07 00:00:00,voice,male
49, 'Zendaya'],1996-09-01 00:00:00,American,female
50,['Halle Berry',Maria Halle Berry ,American,female
51, 'Patrick Wilson',1973-07-03 00:00:00,American,male
52, 'John Bradley',1988-09-15 00:00:00,English,male
53, 'Charlie Plummer',1999-05-24 00:00:00,American,male
54, 'Michael Peña',1976-01-13 00:00:00,American,male
55, 'Kate Winslet',1975-10-05 00:00:00,British,female
56, 'Jean Reno',1948-07-30 00:00:00,French,male
57, 'Shane Richie',1964-03-11 00:00:00,British,male
58, 'Ian McKellen'],1939-05-25 00:00:00,English,male
59, 'Tom McGrath',1964-08-07 00:00:00,voice,male
60, 'Jessica Chastain',1977-03-24 00:00:00,American,female
61, 'Bryan Cranston',1956-03-07 00:00:00,American,male
62, 'Martin Short',1950-03-26 00:00:00,Canadian-American,male
63, 'Paula Patton'],1975-12-05 00:00:00,American,female
64,['Jay Baruchel',1982-04-09 00:00:00,Canadian,male
65, 'Gerard Butler',1969-11-13 00:00:00,Scottish,male
66, 'Craig Ferguson',1962-05-17 00:00:00,and,male
67, 'America Ferrera',1984-04-18 00:00:00,American,female
68, 'Jonah Hill',1983-12-20 00:00:00,American,male
69, 'Christopher Mintz-Plasse',1989-06-20 00:00:00,American,male
70, 'T.J. Miller',1981-06-04 00:00:00,American,male
71, 'Kit Harington'],1986-12-26 00:00:00,English,male
72,['Ty Burrell',1967-08-22 00:00:00,American,male
73, 'Max Charles',2003-08-18 00:00:00,American,male
74, 'Ariel Winter',1998-01-28 00:00:00,American,female
75, 'Leslie Mann',1972-03-26 00:00:00,American,female
76, 'Allison Janney'],1959-11-19 00:00:00,American,female
77, 'Hugh Jackman',1968-10-12 00:00:00,Australian,male
78, 'Isla Fisher',1976-02-03 00:00:00,Australian,female
79,['Bill Murray',1950-09-21 00:00:00,American,male
80, 'Dan Aykroyd',1952-07-01 00:00:00,television,male
81, 'Sigourney Weaver',1949-10-08 00:00:00,American,female
82, 'Harold Ramis',Harold Allen Ramis November 21 1944 February 24 2014 was an American actor comedian director and writer no bday found,American,male
83, 'Rick Moranis'],1953-04-18 00:00:00,Canadian,male
84, 'Tommy Lee Jones',1946-09-15 00:00:00,American,male
85, 'Dominic Cooper',1978-06-02 00:00:00,English,male
86, 'Neal McDonough',1966-02-13 00:00:00,American,male
87, 'Derek Luke',1974-04-24 00:00:00,American,male
88,['D. J. Cotrona',1980-05-23 00:00:00,American,male
89, 'Adrianne Palicki',1983-05-06 00:00:00,American,female
90, 'Jonathan Pryce',John Price 1,Welsh,male
91, 'Bruce Willis',1955-03-19 00:00:00,American,male
92, 'Dwayne Johnson'],1972-05-02 00:00:00,American,male
93,['Timothy Spall',1957-02-27 00:00:00,English,male
94, 'Billy Connolly',1942-11-24 00:00:00,retired,male
95, 'Tony Goldwyn',1960-05-20 00:00:00,American,male
96, 'Hiroyuki Sanada',Hiroyuki Sanada Sanada Hiroyuki 12 October 1960 is a Japanese actor no bday found,Japanese,male
97, 'Koyuki'],1976-12-18 00:00:00,and,female
98,['Jim Carrey',1962-01-17 00:00:00,Canadian-American,male
99, 'Téa Leoni',Elizabeth T a Pantaleoni ,American,female
100, 'Richard Jenkins'],1947-05-04 00:00:00,American,male
101, 'Joel Edgerton',1974-06-23 00:00:00,Australian,male
102, 'Aaron Paul',1979-08-27 00:00:00,American,male
103, 'Ben Kingsley'],Krishna Pandit Bhanji ,English,male
104, 'Mary Elizabeth Winstead',1984-11-28 00:00:00,American,female
105, 'Benedict Wong'],1970-07-03 00:00:00,British,male
106,['Miles Teller',1987-02-20 00:00:00,American,male
107, 'Jennifer Connelly',1970-12-12 00:00:00,American,female
108, 'Glen Powell',Glen Thomas Powell Jr no bday found,,unclear
109, 'Lewis Pullman',1993-01-29 00:00:00,American,male
110, 'Ed Harris',1950-11-28 00:00:00,American,male
111, 'Val Kilmer'],1959-12-31 00:00:00,American,male
112,['Edward Norton',1969-08-18 00:00:00,American,male
113, 'Liv Tyler',Liv Rundgren July,American,female
114, 'Tim Roth',1961-05-14 00:00:00,English,male
115, 'Tim Blake Nelson',1964-05-11 00:00:00,American,male
116, 'William Hurt'],1950-03-20 00:00:00,American,male
117,['Ming-Na Wen',1963-11-20 00:00:00,Chinese-American,female
118, 'James Woods',1947-04-18 00:00:00,American,male
119, 'Donald Sutherland',1935-07-17 00:00:00,Canadian,male
120, 'Peri Gilpin'],Peri Kay Oldham ,American,female
121, 'Robert Pattinson',1986-05-13 00:00:00,English,male
122, 'Taylor Lautner',1992-02-11 00:00:00,American,male
123, 'Billy Burke',1966-11-25 00:00:00,American,male
124, 'Peter Facinelli',1973-11-26 00:00:00,Italian-American,male
125, 'Elizabeth Reaser',1975-07-02 00:00:00,stage,female
126, 'Kellan Lutz',1985-03-15 00:00:00,American,male
127, 'Nikki Reed',1988-05-17 00:00:00,American,female
128, 'Jackson Rathbone',1984-12-14 00:00:00,American,male
129, 'Ashley Greene',1987-02-21 00:00:00,American,female
130, 'Michael Sheen',1969-02-05 00:00:00,Welsh,male
131, 'Dakota Fanning'],1994-02-23 00:00:00,American,female
132,['Leonardo DiCaprio',1974-11-11 00:00:00,American,male
133, 'Tom Hardy'],1977-09-15 00:00:00,English,male
134,['Pierce Brosnan',1953-05-16 00:00:00,Irish,male
135, 'Sophie Marceau',Sophie Dani le Sylvie Maupu,French,female
136, 'Robert Carlyle',1961-04-14 00:00:00,Scottish,male
137, 'Denise Richards',1971-02-17 00:00:00,American,female
138,['Russell Crowe',1964-04-07 00:00:00,an,male
139,['Megan Fox',1986-05-16 00:00:00,American,female
140, 'Stephen Amell',1981-05-08 00:00:00,Canadian,male
141, 'Laura Linney',1964-02-05 00:00:00,American,female
142, 'Noel Fisher',1984-03-13 00:00:00,Canadian,male
143, 'Jeremy Howard',1981-06-12 00:00:00,American,male
144, 'Pete Ploszek',1987-01-20 00:00:00,American,male
145, 'Alan Ritchson',1982-11-28 00:00:00,American,male
146, 'Brian Tee',1977-03-15 00:00:00,American,male
147, 'Tyler Perry',Emmitt Perry Jr ,American,male
148, 'Gary Anthony Williams',1966-03-14 00:00:00,American,male
149, 'Stephen Farrelly',1978-01-28 00:00:00,and,male
150, 'Brad Garrett'],1960-04-14 00:00:00,American,male
151,['Elijah Wood',1981-01-28 00:00:00,American,male
152, 'Robin Williams',Robin McLaurin Williams July 21 1951 August 11 2014 was an American actor and comedian no bday found,American,male
153, 'P!nk',1979-09-08 00:00:00,,unclear
154, 'Brad Pitt',1963-12-18 00:00:00,American,male
155, 'Matt Damon',1970-10-08 00:00:00,American,male
156, 'Richard Carter',Richard Carter 11 December 1953 13 July 2019 was an Australian actor and voice over artist who appeared in several television series and independent films no bday found,Australian,male
157,error,An error from the Latin error meaning wandering is an action which is inaccurate or incorrect no bday found,,unclear
158, 'Sofia Vergara',1972-07-10 00:00:00,Colombian-American,female
159, 'Magda Szubanski',1961-04-12 00:00:00,comedy,female
160, 'Anthony LaPaglia'],1959-01-31 00:00:00,Australian,male
161,['Don Johnson',1949-12-15 00:00:00,American,male
162, 'Philip Michael Thomas',1949-05-26 00:00:00,American,male
163, 'Saundra Santiago',1957-04-13 00:00:00,American,female
164, 'Michael Talbott',1955-02-02 00:00:00,American,male
165, 'John Diehl',1950-05-01 00:00:00,character,male
166, 'Olivia Brown',1960-04-10 00:00:00,American,female
167, 'Gregory Sierra',Gregory Joseph Sierra January 25 1937 January 4 2021 was an American actor known for his roles as Detective Sergeant Chano Amengual on Barney Miller Julio Fuentes the Puerto Rican neighbor of Fred G Sanford on Sanford and Son and as Marruja in The Castaway Cowboy 1974 no bday found,American,male
168, 'Edward James Olmos'],1947-02-24 00:00:00,American,male
169,['Keira Knightley',1985-03-26 00:00:00,English,female
170, 'Mackenzie Foy',2000-11-10 00:00:00,American,female
171, 'Eugenio Derbez',1961-09-02 00:00:00,Mexican,male
172, 'Matthew Macfadyen',1974-10-17 00:00:00,English,male
173, 'Misty Copeland',1982-09-10 00:00:00,,unclear
174,['Chris Miller',1975-07-12 00:00:00,,unclear
175, 'Christopher Knights',Christopher Knights is an English voice actor film editor and cinematographer best known for providing the voice of Private the Penguin in Madagascar no bday found,voice,male
176, 'Conrad Vernon',1968-07-11 00:00:00,voice,male
177, 'Ken Jeong',1969-07-13 00:00:00,",",male
178, 'Annet Mahendru',1985-11-05 00:00:00,Afghan-American,female
179, 'Peter Stormare',1953-08-27 00:00:00,Swedish,male
180, 'John Malkovich'],1953-12-09 00:00:00,American,male
181, 'Lenny Kravitz',1964-05-26 00:00:00,and,male
182,['Matt Damon',1970-10-08 00:00:00,American,male
183, 'Julia Stiles',1981-03-28 00:00:00,American,female
184, 'Scott Glenn',January 26 is,American,male
185, 'Paddy Considine',1973-09-05 00:00:00,English,male
186, 'Joan Allen'],1956-08-20 00:00:00,American,female
187,['Evangeline Lilly',1979-08-03 00:00:00,Canadian,female
188, 'Walton Goggins',Walton Sanders Goggins Jr no bday found,,unclear
189, 'Bobby Cannavale',1970-05-03 00:00:00,American,male
190, 'Judy Greer',1975-07-20 00:00:00,American,female
191," 'Tip ""T.I."" Harris'",Clifford Joseph Harris Jr no bday found,,unclear
192, 'David Dastmalchian',David Dastmalchian is an American actor no bday found,American,male
193, 'Hannah John-Kamen',1989-09-07 00:00:00,English,female
194, 'Abby Ryder Fortson',2008-03-14 00:00:00,American,female
195, 'Randall Park',1974-03-23 00:00:00,American,male
196, 'Michelle Pfeiffer',1958-04-29 00:00:00,American,female
197, 'Michael Douglas'],1944-09-25 00:00:00,American,male
198,['Will Ferrell',1967-07-16 00:00:00,American,male
199, 'Tina Fey',1970-05-18 00:00:00,American,female
200, 'David Cross',1964-04-04 00:00:00,",",male
201, 'J.K. Simmons',1955-01-09 00:00:00,American,male
202, 'Ben Stiller'],1965-11-30 00:00:00,American,male
203,['Jaden Smith',1998-07-08 00:00:00,American,male
204, 'Will Smith'],Willard Carroll Smith Jr no bday found,,unclear
205, 'F. Murray Abraham',Murray Abraham October,American,male
206, 'Christopher Mintz Plasse',1989-06-20 00:00:00,American,male
207, 'Kit Harrington'],1986-12-26 00:00:00,English,male
208, 'Ashley Greene'],1987-02-21 00:00:00,American,female
209, 'Jason Isaacs',1963-06-06 00:00:00,English,male
210,['Jack Black',1969-08-28 00:00:00,American,male
211, 'Kevin Hart',1979-07-06 00:00:00,",",male
0, 'Nick Jonas',1992-09-16 00:00:00,and,male
1, 'Awkwafina',1988-06-02 00:00:00,American,female
2, 'Danny Glover',1946-07-22 00:00:00,American,male
3, 'Danny DeVito'],Daniel Michael DeVito Jr no bday found,,unclear
4, 'Brendan Gleeson',1955-03-29 00:00:00,Irish,male
5, 'Richard Griffiths',Richard Thomas Griffiths 31 July 1947 28 March 2013 was an English actor of film television and stage no bday found,English,male
6, 'Fiona Shaw',Fiona Mary Wilson ,Irish,female
7,['Paul Walker',Paul William Walker IV September 12 1973 November 30 2013 was an American actor no bday found,American,male
8, 'Jordana Brewster',1980-04-26 00:00:00,American,female
9, 'Ludacris',1977-09-11 00:00:00,and,male
10, 'Sung Kang',1972-04-08 00:00:00,American,male
11, 'Tego Calderon',1972-02-01 00:00:00,and,male
12, 'Don Omar',1978-02-10 00:00:00,and,male
13, 'Dwayne Johnson',1972-05-02 00:00:00,American,male
14, 'Matt Schulze'],1972-07-03 00:00:00,American,male
15, 'Noomi Rapace',1979-12-28 00:00:00,Swedish,female
16, 'Jared Harris',1961-08-24 00:00:00,English,male
17, 'Eddie Marsan',1968-06-09 00:00:00,English,male
18, 'Rachel McAdams'],1978-11-17 00:00:00,Canadian,female
19,['Dennis Quaid',1954-04-09 00:00:00,American,male
20, 'Jake Gyllenhaal',1980-12-19 00:00:00,American,male
21, 'Emmy Rossum',1986-09-12 00:00:00,American,female
22, 'Sela Ward'],1956-07-11 00:00:00,American,female
23,['Alec Baldwin',1958-04-03 00:00:00,American,male
24, 'Jimmy Kimmel',1967-11-13 00:00:00,,unclear
25, 'Lisa Kudrow'],1963-07-30 00:00:00,American,female
26, 'George Clooney',1961-05-06 00:00:00,American,male
27," ""Chris O'Donnell""",1970-06-26 00:00:00,American,male
28, 'Uma Thurman',1970-04-29 00:00:00,American,female
29, 'Alicia Silverstone',1976-10-04 00:00:00,American,female
30, 'Michael Gough',Francis Michael Gough GOF 23 November 1916 17 March 2011 was a British character actor who made over 150 film and television appearances no bday found,character,male
31, 'Pat Hingle',Martin Patterson Hingle July 19 1924 January 3 2009 was an American character actor who appeared in hundreds of television shows and feature films no bday found,character,male
32, 'Elle Macpherson'], 1964 03 29 29,and,female
33, 'Rachel Ticotin',1958-11-01 00:00:00,television,female
34, 'Sharon Stone',1958-03-10 00:00:00,American,female
35, 'Michael Ironside',1950-02-12 00:00:00,Canadian,male
36, 'Ronny Cox'],1938-07-23 00:00:00,American,male
37,['Antonio Banderas',1960-08-10 00:00:00,Spanish,male
38, 'Diane Venora',1952-08-10 00:00:00,film,female
39, 'Omar Sharif'],Michael Yusef Dimitri Chalhoub,television,male
40,['Dougray Scott',1965-11-25 00:00:00,Scottish,male
41, 'Richard Roxburgh',1962-01-23 00:00:00,Australian,male
42, 'John Polson',1965-09-06 00:00:00,Australian,male
43, 'Rade Šerbedžija',1946-07-27 00:00:00,Croatian,male
44, 'Ving Rhames'],1959-05-12 00:00:00,American,male
45,['George Clooney',1961-05-06 00:00:00,American,male
46, 'Mark Wahlberg',1971-06-05 00:00:00,American,male
47, 'John Hawkes',1959-09-11 00:00:00,American,male
48, 'Bob Gunton',Robert Patrick Gunton Jr no bday found,,unclear
49, 'Mary Elizabeth Mastrantonio',1958-11-17 00:00:00,American,female
50, 'John C. Reilly'],1965-05-24 00:00:00,American,male
51,['Ioan Gruffudd',1973-10-06 00:00:00,Welsh,male
52, 'Jessica Alba',1981-04-28 00:00:00,American,female
53, 'Michael Chiklis',1963-08-30 00:00:00,American,male
54, 'Julian McMahon',1968-07-27 00:00:00,Australian-American,male
55, 'Kerry Washington',1977-01-31 00:00:00,American,female
56, 'Andre Braugher',1962-07-01 00:00:00,American,male
57, 'Beau Garrett',1982-12-28 00:00:00,American,female
58, 'Doug Jones',1960-05-24 00:00:00,American,male
59, 'Laurence Fishburne'],1961-07-30 00:00:00,American,male
60,['Cameron Diaz',1972-08-30 00:00:00,retired,female
61, 'Lucy Liu',Lucy Liu December,American,female
62, 'Crispin Glover',1964-04-20 00:00:00,American,male
63, 'Justin Theroux',1971-08-10 00:00:00,American,male
64, 'Robert Patrick',Robert Hammond Patrick Jr no bday found,,unclear
65, 'Demi Moore'],1962-11-11 00:00:00,American,female
66,['Michael J. Fox',1961-06-09 00:00:00,retired,male
67, 'Melanie Griffith',1957-08-09 00:00:00,American,female
68, 'Geena Davis',1956-01-21 00:00:00,American,female
69, 'Jonathan Lipnicki',1990-10-22 00:00:00,American,male
70,['Peter Weller',1947-06-24 00:00:00,stage,male
71, 'Nancy Allen',1950-06-24 00:00:00,American,female
72," ""Daniel O'Herlihy""",Daniel Peter O Herlihy May 1 1919 February 17 2005 was an Irish actor of film television and radio no bday found,Irish,male
73, 'Ronny Cox',1938-07-23 00:00:00,American,male
74, 'Kurtwood Smith',1943-07-03 00:00:00,film,male
75, 'Miguel Ferrer'],Miguel Jos Ferrer February 7 1955 January 19 2017 was an American actor no bday found,American,male
76,['Vin Diesel',1967-07-18 00:00:00,American,male
77, 'Keith David',1956-06-04 00:00:00,American,male
78, 'Alexa Davalos',1982-05-28 00:00:00,American,female
79, 'Judi Dench',1934-12-09 00:00:00,English,female
80, 'Linus Roache',1964-02-01 00:00:00,English,male
81, 'Nick Chinlund',1961-11-18 00:00:00,American,male
82, 'Yorick van Wageningen'],1964-04-16 00:00:00,Dutch,male
83, 'Jack Nicholson',1937-04-22 00:00:00,American,male
84, 'Kathryn Hahn'],1973-07-23 00:00:00,American,female
85, 'Peter Sarsgaard',1971-03-07 00:00:00,American,male
86, 'Jordi Mollà',1968-07-01 00:00:00,Spanish,male
87, 'Paul Dano'],1984-06-19 00:00:00,American,male
88,['Ewan McGregor',1971-03-31 00:00:00,Scottish,male
89, 'Hayden Christensen',1981-04-19 00:00:00,Canadian,male
90, 'Kenny Baker',Kenneth George Baker 24 August 1934 13 August 2016 was an English actor and musician no bday found,English,male
91, 'Frank Oz'],Frank Richard Oznowicz ,American,male
92,['John Goodman',1952-06-20 00:00:00,American,male
93, 'Billy Crystal',1948-03-14 00:00:00,American,male
94, 'James Coburn',James Harrison Coburn III August 31 1928 November 18 2002 was an American actor who was featured in more than 70 films largely action roles and made 100 television appearances during a 45 year career Coburn was a capable rough hewn leading man whose toothy grin and lanky physique made him a perfect tough guy in numerous leading and supporting roles in westerns and action films such as The Magnificent Seven Hell Is for Heroes The Great Escape Charade Our Man Flint Duck You Sucker Pat Garrett and Billy the Kid and Cross of Iron no bday found,American,male
95, 'Jennifer Tilly'],Jennifer Ellen Chan ,American-Canadian,female
96,['Nicolas Cage',1964-01-07 00:00:00,American,male
97, 'Noah Emmerich',1965-02-27 00:00:00,American,male
98, 'Brian van Holt',1969-07-06 00:00:00,American,male
99," ""Frances O'Connor""",1967-06-12 00:00:00,English-Australian,female
100, 'Christian Slater'],1969-08-18 00:00:00,American,male
101, 'Carla Gugino',1971-08-29 00:00:00,American,female
102, 'Dick Van Dyke',1925-12-13 00:00:00,American,male
103, 'Mickey Rooney',Ninnian Joseph Yule Jr ,American,male
104, 'Angelina Jolie',1975-06-04 00:00:00,American,female
105, 'Vince Vaughn',1970-03-28 00:00:00,American,male
106, 'Adam Brody',1979-12-15 00:00:00,American,male
107, 'Kerry Washington'],1977-01-31 00:00:00,American,female
108,['Bruce Willis',1955-03-19 00:00:00,American,male
109, 'Justin Long',1978-06-02 00:00:00,American,male
110, 'Timothy Olyphant',1968-05-20 00:00:00,American,male
111, 'Maggie Q'],1979-05-22 00:00:00,American,female
112,['Shailene Woodley',1991-11-15 00:00:00,American,female
113, 'Theo James',1984-12-16 00:00:00,English,male
114, 'Miles Teller',1987-02-20 00:00:00,American,male
115, 'Ansel Elgort',1994-03-14 00:00:00,American,male
116, 'Maggie Q',1979-05-22 00:00:00,American,female
117, 'Naomi Watts',1968-09-28 00:00:00,British,female
118, 'Kate Winslet'],1975-10-05 00:00:00,British,female
119, 'Catherine Zeta-Jones',1969-09-25 00:00:00,Welsh,female
120, 'Andy García',1956-04-12 00:00:00,American,male
121, 'Julia Roberts',1967-10-28 00:00:00,American,female
122, 'Casey Affleck',1975-08-12 00:00:00,American,male
123, 'Scott Caan',1976-08-23 00:00:00,American,male
124, 'Vincent Cassel',Vincent Crochon 23,French,male
125, 'Eddie Jemison',Edward Francis Jemison Jr no bday found,,unclear
126, 'Carl Reiner',Carl Reiner March 20 1922 June 29 2020 was an American actor comedian director screenwriter and author whose career spanned seven decades no bday found,American,male
127, 'Elliott Gould'],1938-08-29 00:00:00,American,male
128, 'Michelle Yeoh',1962-08-06 00:00:00,Malaysian,female
129, 'Teri Hatcher',1964-12-08 00:00:00,American,female
130, 'Joe Don Baker',1936-02-12 00:00:00,character,male
131,['Sullivan Stapleton',1977-06-14 00:00:00,Australian,male
132, 'Lena Headey',1973-10-03 00:00:00,English,female
133, 'Hans Matheson',1975-08-07 00:00:00,Scottish,male
134, 'Rodrigo Santoro'],1975-08-22 00:00:00,Brazilian,male
135, 'Kumail Nanjiani',1977 or 1978 ,",",male
136, 'Laurent Bourgeois',1988-12-06 00:00:00,,unclear
137, 'Larry Bourgeois',1988-12-06 00:00:00,,unclear
138, 'Emma Thompson',1959-04-15 00:00:00,British,female
139,['George Peppard',George Peppard October 1 1928 May 8 1994 was an American actor no bday found,American,male
140, 'Tim Dunigan',1955-08-02 00:00:00,American,male
141, 'Dirk Benedict',Dirk Niewoehner on March,stage,male
142, 'Dwight Schultz',1947-11-24 00:00:00,voice,male
143, 'Mr. T',Mr no bday found,,unclear
144, 'Melinda Culea',1955-05-05 00:00:00,television,female
145, 'Marla Heasley',1959-09-04 00:00:00,TV,female
146, 'Robert Vaughn'],Robert Francis Vaughn November 22 1932 November 11 2016 was an American actor noted for his stage film and television work no bday found,American,male
147,['Neil Patrick Harris',1973-06-15 00:00:00,American,male
148, 'Jayma Mays',1979-07-16 00:00:00,American,female
149, 'Katy Perry',1984-10-25 00:00:00,,unclear
150, 'Hank Azaria'],1964-04-25 00:00:00,American,male
151, 'Jeff Daniels',1955-02-19 00:00:00,American,male
152, 'Bill Skarsgård',1990-08-09 00:00:00,Swedish,male
