,name,bday,nationality,gender
138,['Aaron Eckhart',1968-03-12 00:00:00,American,male
139, 'Hilary Swank',1974-07-30 00:00:00,American,female
140, 'DJ Qualls',1978-06-10 00:00:00,American,male
141, 'Tchéky Karyo',1953-10-04 00:00:00,French,male
142, 'Alfre Woodard'],1952-11-08 00:00:00,American,female
143, 'Zac Efron',1987-10-18 00:00:00,American,male
144, 'Janet Jackson',1966-05-16 00:00:00,",",female
145, 'Larry Miller'],1953-10-15 00:00:00,",",male
146,['Ron Perlman',1950-04-13 00:00:00,American,male
147, 'Selma Blair',1972-06-23 00:00:00,American,female
148, 'John Hurt'],Sir John Vincent Hurt 22 January 1940 25 January 2017 was an English actor whose career spanned over five decades no bday found,English,male
149,['Adam Sandler',1966-09-09 00:00:00,American,male
150, 'James Cromwell',1940-01-27 00:00:00,American,male
151, 'Nelly',Cornell Iral Haynes Jr no bday found,,unclear
152, 'Burt Reynolds'],Burton Leon Reynolds Jr no bday found,,unclear
153,['Mary Elizabeth Winstead',1984-11-28 00:00:00,American,female
154, 'Jurnee Smollett-Bell',1986-10-01 00:00:00,American,female
155, 'Chris Messina',1974-08-11 00:00:00,American,male
156, 'Ella Jay Basco',2006-09-17 00:00:00,American,female
157, 'Ali Wong',1982-04-19 00:00:00,",",female
158, 'Amy Sedaris',1961-03-29 00:00:00,American,female
159, 'Eva Longoria',Eva Jacqueline Longoria Bast n n e Longoria March 15 1975 is an American actress and producer no bday found,American,female
160,['Michael Rapaport',1970-03-20 00:00:00,American,male
161, 'Sarah Wynter',1973-02-15 00:00:00,Australian,female
162, 'Jennifer Aniston',1969-02-11 00:00:00,American,female
163, 'Philip Baker Hall'],1931-09-10 00:00:00,American,male
164, 'Paul Giamatti'],1967-06-06 00:00:00,American,male
165,['Will Arnett',1970-05-04 00:00:00,Canadian-American,male
166, 'Michael Cera',1988-06-07 00:00:00,Canadian,male
167, 'Eric Stonestreet',1971-09-09 00:00:00,American,male
168, 'Nick Kroll',1978-06-05 00:00:00,American,male
169, 'Dana Carvey',1955-06-02 00:00:00,",",male
170, 'Ellie Kemper',1980-05-02 00:00:00,American,female
171, 'Chris Renaud',December 1966 is,voice,male
172, 'Hannibal Buress',1983-02-04 00:00:00,",",male
173, 'Bobby Moynihan',Robert Michael Moynihan Jr no bday found,,unclear
174, 'Harrison Ford'],1942-07-13 00:00:00,American,male
175,['Daveigh Chase',1990-07-24 00:00:00,American,female
176, 'Tia Carrere',1967-01-02 00:00:00,American,female
177, 'Kevin McDonald',1961-05-16 00:00:00,Canadian,male
178, 'Jason Scott Lee',1966-11-19 00:00:00,American,male
179, 'Zoe Caldwell',Zoe Ada Caldwell 14 September 1933 16 February 2020 was an Australian born actress no bday found,Australian-born,female
180, 'Kevin Michael Richardson'],1964-10-25 00:00:00,American,male
181,['Robert Duvall',1931-01-05 00:00:00,American,male
182, 'Vanessa Redgrave',1937-01-30 00:00:00,English,female
183, 'Maximilian Schell',Maximilian Schell 8 December 1930 1 February 2014 was an Austrian born Swiss film and stage actor who also wrote directed and produced some of his own films no bday found,stage,male
184, 'Christina Applegate',1971-11-25 00:00:00,American,female
185, 'Amy Poehler',1971-09-16 00:00:00,American,female
186,['Don Adams',Donald James Yarmy April 13 1923 September 25 2005 known professionally as Don Adams was an American actor comedian and director no bday found,American,male
187, 'Barbara Feldon',Barbara Anne Hall ,American,female
188, 'Edward Platt'],Edward Cuthbert Platt February 14 1916 March 19 1974 was an American actor best known for his portrayal of the Chief in the 1965 70 NBC CBS television series Get Smart no bday found,American,male
189,['Jack Nicholson',1937-04-22 00:00:00,American,male
190, 'Frances McDormand',Cynthia Ann Smith ,American,female
191, 'Amanda Peet',1972-01-11 00:00:00,American,female
192, 'Jon Favreau'],1966-10-19 00:00:00,American,male
193,['Vince Vaughn',1970-03-28 00:00:00,American,male
194, 'Reese Witherspoon',1976-03-22 00:00:00,American,female
195, 'Robert Duvall',1931-01-05 00:00:00,American,male
196, 'Mary Steenburgen',1953-02-08 00:00:00,American,female
197, 'Dwight Yoakam',1956-10-23 00:00:00,and,male
198, 'Tim McGraw',1967-05-01 00:00:00,",",male
199, 'Sissy Spacek'],1949-12-25 00:00:00,American,female
200,['John Travolta',1954-02-18 00:00:00,American,male
201, 'Joan Allen',1956-08-20 00:00:00,American,female
202, 'Gina Gershon',1962-06-10 00:00:00,American,female
203, 'Alessandro Nivola',1972-06-28 00:00:00,American,male
204, 'Colm Feore'],1958-08-22 00:00:00,Canadian,male
205,['Keri Russell',1976-03-23 00:00:00,American,female
206, 'Guy Pearce',1967-10-05 00:00:00,Australian,male
207, 'Russell Brand',1975-06-04 00:00:00,",",male
208, 'Courteney Cox',1964-06-15 00:00:00,American,female
209, 'Lucy Lawless',1968-03-29 00:00:00,Zealand,female
210, 'Teresa Palmer'],1986-02-26 00:00:00,Australian,female
211,['Jennifer Aniston'],1969-02-11 00:00:00,American,female
212, 'Billy Bob Thornton'],1955-08-04 00:00:00,American,male
213, 'John Cusack',1966-06-28 00:00:00,American,male
214, 'Colm Meaney',1953-05-30 00:00:00,Irish,male
215, 'Mykelti Williamson',1957-03-04 00:00:00,American,male
216, 'Rachel Ticotin'],1958-11-01 00:00:00,television,female
